PARENT_ID,STUDENT_ID
3397,1443
3398,1381
3399,2001
3400,2005
3401,2019
3402,1133
3403,1052
3404,911
3405,1239
3406,491
3407,1867
3408,1755
3409,1116
3411,1204
3412,1214
3413,1235
3414,1238
3415,1241
3416,1246
3417,1265
3418,543
3419,595
3420,496
3421,497
3422,1089
3423,1669
3424,1598
3425,1169
3426,1620
3427,1682
3428,1720
3429,1656
3431,1608
3432,1717
3433,1676
3434,1662
3436,697
3437,1370
3438,1393
3439,824
3440,484
3441,1402
3442,1418
3443,563
3445,1447
3446,1451
3448,517
3449,1461
3450,1504
3451,578
3452,544
3453,1776
3454,1519
3455,1541
3456,1546
3457,509
3458,472
3459,1781
3460,585
3461,1811
3462,1806
3463,499
3464,1283
3465,494
3466,369
3467,572
3468,781
3469,1838
3470,1863
3471,1552
3472,1563
3473,1564
3474,1567
3475,623
3476,1582
3477,1588
3478,554
3479,1915
3481,1602
3482,1644
3483,1653
3484,302
3485,351
3486,486
3487,386
3488,1659
3489,1062
3490,557
195578,195577
3492,1678
3493,1070
3494,469
3495,1689
3496,548
3497,1087
3498,516
3499,507
3500,318
3501,1094
195599,195598
3503,1143
3504,520
3505,1148
3506,1151
3507,798
3508,900
3509,1438
3510,1898
3511,1020
195623,195622
3513,1345
3514,1570
3515,1693
3516,1432
3517,1337
3518,1292
3519,1712
3520,1610
3522,1695
3523,1702
3524,1312
3525,1728
3526,1727
3527,1734
3528,992
3529,1735
3530,1741
3531,1314
3532,1808
3533,1814
3534,1335
3535,1827
3536,1851
3537,1855
3538,1857
3540,470
3541,1347
3542,1354
3543,1196
3544,1199
3545,1441
3546,393
3547,1356
3548,1361
3549,1914
3550,1184
3551,1363
3552,1912
3553,1389
3554,1459
3555,1490
3556,1017
3558,811
195634,195633
3560,1111
3561,1805
3562,818
3563,2559
3564,1823
3565,2560
3566,2561
3567,2562
195639,195638
3570,1581
3571,2564
3572,1950
3573,1586
3574,2563
3575,1958
3576,2565
3577,2558
3578,1591
3579,2566
195665,195664
3581,1596
3582,1264
3583,2567
3584,1500
3585,1604
3586,2568
3587,1609
3588,1947
3589,1933
3590,850
3591,2569
3592,834
3594,857
3595,1758
3596,2571
3597,2572
3598,1841
3599,2573
3601,2576
3602,2577
3603,2578
3604,2579
3605,2580
3606,1955
3607,1960
3608,1714
3609,1765
3610,1951
3611,1722
3612,1852
195685,195684
3614,1853
3615,1186
3616,2581
3617,1831
3618,2587
3619,2582
3620,1687
3621,1364
3622,1628
195692,195691
3624,1647
3626,1593
3628,1674
3629,599
3630,1681
3631,609
3632,1685
3633,2586
3635,1703
3636,2588
3637,766
3638,2589
3639,2590
3640,2591
3641,2592
3642,2593
3643,2594
3644,932
3645,1453
3646,1428
3647,2595
3648,980
3649,1696
3650,526
3651,996
3652,954
3653,203
3655,1730
3656,1799
3657,1807
3658,1739
3659,1152
3660,1190
3662,1759
3663,2601
3665,1201
3666,205
3667,258
3668,617
3669,2596
3670,2597
3671,2598
3674,2600
3675,1534
3676,1320
3677,1614
3678,2602
3679,2603
3681,2605
3682,2606
3683,2607
3684,1846
3685,1023
3686,947
3687,1966
3688,1987
3689,2610
3690,2611
195580,195579
3692,2608
3693,2609
3694,2457
3697,2462
3698,1436
3699,1423
3700,2463
3701,2464
3702,2465
3703,1075
3705,2466
3706,1309
3707,2467
3708,1104
3709,2468
3710,582
3712,545
3713,1969
3714,2470
3715,588
3716,2471
3718,487
3719,2475
3720,1936
3721,2476
3722,2477
3723,2478
3724,2479
195586,195585
3726,2481
3728,2482
3729,2483
3733,920
3734,903
3735,1901
3736,481
3737,1394
3738,128
3740,1236
3741,1449
3742,1921
3743,1886
3744,1526
3745,1388
3746,2484
3747,2194
3748,2485
3749,2486
3750,2487
3751,2488
3752,1492
3753,514
3754,2489
3755,2490
3756,1129
3757,2491
3758,2492
3759,1648
195641,195640
3761,2493
3762,2494
195655,195654
3764,1045
3765,2495
3766,1995
3767,2496
195688,195687
3769,2497
3770,2498
3771,2499
3772,2500
3773,2501
3774,2502
195701,195700
3777,1101
3778,2505
3779,2506
3780,2507
3781,2195
3783,1997
3784,616
3785,990
3786,542
3787,1407
3788,937
3789,540
3790,1001
3791,2000
3792,1998
3793,2002
3794,2508
3796,2510
3797,2511
3798,2512
3799,2513
3800,2514
3801,2515
3802,2531
3803,2236
195709,195708
3805,2238
3806,2239
3809,2240
3810,2241
3811,538
3812,440
3813,506
3815,607
3816,2243
3817,2244
3818,2245
3819,2247
3820,2248
3821,2249
3823,2251
3824,2252
3825,2253
3827,1442
3828,2260
3829,2264
3830,1406
3831,571
3832,987
3833,1103
3834,1408
3836,1918
3837,523
3838,1897
3839,1885
3840,1142
3841,1762
3842,1778
3843,1948
3844,1782
3845,1791
3846,1952
3848,1809
3849,1935
3850,1967
3851,1972
3852,2256
3853,1090
3854,1136
3855,2257
3856,1145
3857,1146
3858,1147
3859,2258
3860,2259
3861,2261
3862,2262
3863,2263
3864,2265
3865,2266
3869,2271
3871,2254
3872,2255
3874,2274
3875,2275
3876,2276
3879,586
3880,2279
3881,569
3882,1124
3883,547
3884,2298
3886,913
3887,730
3890,2277
3891,1215
3893,2281
3894,1216
3895,2278
3896,2282
3897,1220
195584,195583
3899,2284
3900,1225
3901,2285
3902,2286
195597,195596
3904,2300
3905,1154
3906,2301
3907,2302
3908,2303
3909,2304
3910,2023
3911,928
3912,912
3913,1174
3914,952
3915,1977
3916,1974
3917,2006
3918,2004
3919,2294
3921,2296
3922,2305
3923,908
3924,2306
3925,902
3926,2308
195643,195642
3928,1229
3930,1654
3931,2310
3932,946
3934,202
3935,2312
3936,1245
3937,2313
3938,1258
3939,2314
3940,2315
3941,1272
3942,2316
3943,1278
195649,195648
3946,2319
3947,2322
3948,2323
3949,2324
3950,2325
3951,2326
195696,195695
3953,2627
3954,1964
3955,1965
3956,2008
3957,1350
3958,2320
3959,1182
3960,2321
3961,2328
3962,2329
3963,2330
3964,2331
3965,2332
3966,2333
3967,2334
3968,2335
3969,826
3970,1323
3971,1026
3972,906
195751,195750
3974,1325
3975,940
3977,2337
3978,1331
3979,1953
3980,2338
3981,1333
3982,1957
3983,2339
3984,1338
3985,2341
3986,2342
3987,2343
3988,1339
3989,2622
3990,2623
3991,1963
3992,1343
3993,2624
3994,2625
3995,2626
3996,2628
3997,2629
3998,2630
3999,2631
4000,2632
4001,2633
4002,2634
4003,1093
4004,769
4006,2635
4007,2636
4009,2638
4010,926
4011,192
4012,2639
4013,242
4014,2640
4015,2645
4017,2647
4018,1121
4019,2648
4020,2649
4021,1460
4022,2650
4023,2651
4024,1463
4026,2653
4027,919
4028,2654
4029,2655
4030,2656
4031,2657
4032,2658
4033,2659
4034,2660
4035,2661
4036,2662
4037,2663
4038,2664
4039,2665
4040,2666
4041,2667
4042,281
4043,2668
4044,2670
4045,2671
4048,2674
4049,2675
4050,2676
4051,2677
4052,2678
4053,2679
4054,2680
4055,2681
4056,2682
4057,2683
4058,1472
4059,2016
4062,2685
4063,2686
4064,1521
4065,1448
4066,1404
4067,1466
4068,1383
4069,2687
4070,2688
4071,1455
4072,2690
4073,1439
4074,2691
4076,1010
4077,1019
4078,1547
4079,2693
4080,2694
4081,2695
4082,2696
4083,1471
4084,2697
4085,1548
4086,1495
4087,2698
4088,2699
4089,1395
4090,2700
4091,2701
4092,2702
4093,2426
4094,1560
4095,1457
4096,1464
4097,1554
4098,1605
4099,1731
4105,1446
4106,1254
4107,1780
4108,1512
4109,2703
4110,1790
4111,925
4112,1747
4113,1004
4114,1756
4115,1771
4116,1757
195590,195589
4118,1775
195645,195644
4120,1746
4121,1784
195651,195650
4123,1792
4124,1726
4125,1748
4126,1240
4127,1417
4128,1445
4129,2704
4130,2705
4131,2706
4132,2707
4133,2708
4135,2710
4136,2711
4137,2442
4138,2443
4139,2444
4140,2445
4141,2446
195657,195656
4143,2448
4144,2449
4145,2450
4146,2451
4147,2452
4149,2348
4150,1162
4152,2029
4153,2350
4154,1164
4155,2351
4156,2352
4157,2353
4158,1197
4159,1231
4160,1469
4161,1788
4162,1488
4163,2354
4164,988
4165,2355
4166,2009
4167,2356
4168,2024
4169,2357
4170,2358
4171,2359
4172,2360
4173,2361
4174,2362
4175,2363
4176,2364
4177,2365
4178,2366
4179,2367
4180,2368
4181,2369
4182,2370
4184,2372
4185,2373
4186,2374
4187,2375
4188,2376
4189,2377
4190,2378
4192,2380
4193,2381
4194,2382
4195,2383
4196,2384
4197,2385
4198,2386
4199,2387
4201,2402
4202,1224
4203,2403
4204,1127
4205,1429
4206,1290
4207,2404
4209,2405
4210,1434
4211,2406
4212,1435
4213,2407
4214,1577
4215,1368
4216,1440
4217,2408
4218,1849
4219,2409
4220,1486
4221,2410
4222,2411
4223,2412
4224,1494
4225,1595
4226,2413
4227,2414
4228,1511
4229,2415
4230,2416
4231,2417
4232,1513
4233,1366
4234,2418
4235,2419
4236,1744
4237,1515
4238,2420
4239,2421
4240,2422
4241,1531
4242,2423
4243,2424
4244,2425
4245,1550
4246,2427
4247,2428
4248,1556
4249,2429
4250,1516
4251,2430
4252,1524
4253,2431
4254,2432
4255,1529
4256,2433
4257,2434
4258,2435
4259,2436
4260,2437
4261,2438
4262,2439
4263,2456
4264,1766
4265,2556
4266,1772
4267,1774
4268,1789
4269,1798
4270,1173
4271,1096
4272,1803
4273,1599
4274,1068
4275,1095
4276,1813
4277,1105
4278,1108
4279,1611
4280,1612
4281,1631
4282,1821
195595,195594
4284,1660
4285,1835
195647,195646
195679,195678
4288,1692
195690,195689
4290,1705
4291,1574
4292,1606
4293,1721
195725,195724
4295,1074
4296,1085
4297,1175
4298,2555
4299,2557
4300,2547
4301,2548
4302,2549
4303,2550
4304,2551
4305,2552
4306,2553
4307,2554
4308,2440
4309,2441
4310,2453
4311,2454
4312,2455
4314,1479
4315,1207
4316,1313
4317,2585
4318,790
4319,1315
4320,1318
4321,1324
4322,1326
4323,1330
4324,1341
4325,1352
4326,1357
4327,1360
195739,195738
4330,1282
4331,1289
4332,1319
4333,1613
195791,195790
4335,1340
4336,1615
4337,1369
4338,1616
4339,1373
4340,1450
4341,1630
4343,1751
4344,1491
4345,1753
4346,2716
4347,1629
4348,2641
4349,748
4350,778
4351,828
4353,1651
4354,1652
4356,1658
4357,1668
4358,1698
4359,2642
4360,1713
4361,2643
4362,2644
4363,1718
4364,2718
4365,2719
4366,1723
4367,2720
4368,2721
4371,1737
4372,2724
4373,2725
4374,2726
4375,2727
4376,432
4377,2728
4378,2729
4379,2730
4380,2731
4381,2732
4382,2733
4383,2753
4384,2754
4385,2755
4386,2756
4387,2757
4388,2760
4389,2761
4390,2762
4391,2763
4392,2764
4393,2765
4394,2767
4395,2768
4397,2781
4398,2782
4399,2783
4401,2785
4402,2786
4403,2787
4405,1064
4406,841
4407,843
4408,845
4409,870
4410,844
4412,2789
4413,2790
4414,2791
4415,2793
4416,1740
4417,1528
4418,1117
4419,2794
4420,1119
4421,2795
4423,2797
4424,2798
4425,2799
4426,1426
4428,2817
4429,2818
4430,2819
4431,2820
4432,2821
4434,2823
4435,2824
4436,2825
4437,2826
4438,2827
4439,2828
4440,2829
4441,2830
4442,2831
4443,2832
4446,2835
4447,2836
4448,2837
4449,2838
4450,2839
4451,2840
4453,1358
4454,1623
4455,1837
4456,1931
4457,1949
4458,1226
4459,1194
4460,1228
4461,1209
4462,1210
4463,1233
4464,1237
4465,1248
4466,1302
4467,1310
4468,1332
4469,1342
4470,1353
4471,1410
4472,1419
4473,1431
4474,1433
4475,1444
4476,1501
4477,1344
4478,1506
4480,1532
4481,1601
4482,1618
4483,1384
4485,1642
4486,1390
4487,1649
4488,1675
4489,1398
4490,1677
4491,1690
4493,1707
4494,1708
4495,2792
4497,1538
4498,1549
4500,1553
4501,1542
4502,1544
4504,1551
4505,1572
4506,1580
4507,1594
195653,195652
4510,1686
4511,1694
4512,1736
4513,1738
4514,1752
4515,1760
4516,1777
4517,1655
4518,1473
4519,1710
4520,1729
4521,1796
4522,1817
4523,1819
4524,1833
4525,1854
4526,1868
4527,1452
4528,370
4529,314
4530,1794
4531,1815
4532,1848
4533,774
4534,1569
4536,1825
195715,195714
4538,1673
195749,195748
4540,1437
195769,195768
4542,1287
4543,1633
4545,1767
4546,1829
4547,1270
4548,1934
4549,827
4550,1962
4551,1996
4552,303
4553,1499
4554,319
4555,323
4556,325
4557,327
4559,350
4560,353
4561,362
4562,320
4563,330
4564,371
4567,378
4568,1050
4569,385
4570,346
4571,396
4572,2182
4573,397
4574,398
4575,401
4576,410
4577,412
4578,804
4579,366
4580,425
4581,427
4582,433
4583,434
4584,435
4585,436
4586,1034
4588,2201
4589,2202
4590,2203
4594,2207
4595,2208
4596,2209
4597,2210
4598,2211
4600,445
4601,2235
4602,1924
4604,2230
4605,2231
4606,2232
4607,2233
4608,2234
4609,462
4610,466
4611,894
4612,467
4613,468
4614,311
4615,423
4616,372
4617,463
4618,310
4619,363
4621,304
4622,305
4624,315
4625,640
4626,321
4627,655
4631,343
4632,352
4633,687
4634,2288
4636,2290
4638,2292
4639,380
4640,1905
4641,413
4642,406
4643,2307
4644,717
4645,719
4646,721
4647,722
4648,2293
4649,2297
4650,2327
4651,1413
4653,354
4654,364
4656,373
4657,723
4658,381
4659,382
4662,390
4663,400
4664,403
4666,411
4668,422
4669,424
4670,429
4672,439
4673,442
4674,732
4675,452
4676,212
4677,431
4678,664
195659,195658
4680,402
4681,399
4682,780
4683,465
4684,1742
195663,195662
4686,788
4687,791
4688,1763
4689,796
4690,803
4691,1699
195767,195766
4693,250
4694,806
4696,449
4699,337
4700,347
4701,348
4703,448
4704,458
4705,438
4706,428
4707,407
4708,620
4709,624
4710,626
4711,815
4712,2344
4713,2345
4714,2346
4715,2347
4716,1065
4717,1907
4718,885
4719,1458
4720,874
4722,880
4723,886
4725,887
4726,889
4728,897
4729,872
4733,1098
4734,1109
4735,1171
4736,1176
4737,1177
4738,1732
4739,633
4742,646
4743,2460
4744,2461
4745,2388
4746,2389
4747,2390
4748,2391
4749,2392
4750,2393
4751,2394
4753,2396
4754,2397
4755,2398
4756,2399
4757,2400
4758,1206
4759,1256
4760,2473
4761,1378
4762,2474
4764,1212
4766,1253
4767,1267
4768,1269
4769,1277
4770,1273
4772,1301
4773,1296
4775,1300
4777,1362
4778,1367
4781,665
4783,677
4784,1359
4785,1517
4786,1600
4787,1483
4788,1657
4789,294
4790,1484
4791,1498
4792,1502
4793,1507
4794,1680
4795,1522
4796,1523
4797,1590
4798,2516
4799,2517
4801,2519
4802,2520
4803,2521
4804,2522
4805,2523
4806,2524
4807,2525
4808,2526
4809,2527
4811,2529
4812,2530
4814,2533
4815,2534
4816,2535
4817,2536
4818,2537
4820,2539
4821,2540
4823,2542
4824,2543
4825,2544
4826,2545
4827,2546
4830,1801
4832,1911
4833,1785
4834,1787
4835,679
4836,1970
4837,1348
4838,1828
4839,1824
4840,1832
4841,1839
4842,2574
4843,1856
4844,1858
4845,1859
4846,1866
4848,1274
4850,368
4851,685
4852,691
4853,694
4854,695
4855,698
4856,2612
4857,2613
4858,2614
4859,2615
4860,2616
4861,2617
4862,2618
4863,2619
4866,356
4867,1230
4868,1697
4869,1260
195661,195660
4872,1840
4873,1818
4874,2621
4875,1597
4876,313
4877,206
4878,307
4879,338
4880,405
4881,793
195745,195744
4884,858
4885,869
4886,898
4887,1919
4888,375
4889,392
4890,2712
4891,738
4892,2713
4893,2714
4894,2669
195816,195815
4896,1939
4898,345
4899,329
4900,421
4901,453
4902,415
4904,326
4905,459
4906,342
4907,787
4908,756
4909,860
4910,863
4911,740
4912,656
4913,671
4914,211
4915,190
4916,1862
4917,1928
4918,183
4919,187
4920,188
4921,1627
4922,191
4923,193
4924,194
4925,185
4926,198
4927,200
4928,207
4929,209
4930,210
4931,197
4932,1889
4934,1022
4937,2715
4938,2734
4939,2735
4940,2736
4941,2737
4942,2738
4943,2739
4944,2740
4945,2741
4946,2742
4947,2743
4948,2745
4949,2746
4950,2747
4951,2748
4952,2749
4953,2750
4955,2752
4956,215
4957,232
4959,238
4961,236
4962,224
4963,225
4964,226
4965,227
4966,286
4967,230
4968,233
4969,231
4970,241
4971,235
4972,2758
4973,2759
4974,239
4975,2770
4976,245
4977,246
4978,247
4979,248
4981,701
4982,702
4983,706
4984,713
4986,727
4987,217
4988,2771
4989,2772
4990,2773
4991,2774
4992,2775
4993,2776
4994,2777
4995,2778
4997,2780
4998,253
4999,254
5000,256
5001,261
5002,264
5003,265
5004,266
5005,267
5006,268
5007,276
5009,277
5011,279
5012,280
5014,282
5015,284
5016,288
5017,287
5018,201
5019,295
5020,195
5021,243
5022,728
5023,936
5024,734
5025,743
5027,754
5028,2801
5029,2802
5030,2803
5031,2804
5032,2806
5033,2808
5034,2809
5036,2811
5037,2812
5038,2813
5039,2814
5040,2815
5041,2816
5042,221
5043,297
5045,298
5046,182
5047,755
5048,229
5050,772
5051,289
5052,249
5053,773
5054,775
5055,784
5057,204
5059,802
5061,808
5062,809
5063,745
5064,875
5065,819
5066,274
5067,820
5068,661
5069,720
5070,823
5071,714
5072,832
5074,840
5075,846
5076,849
5078,855
5079,989
5080,862
5081,868
5082,881
5083,882
5084,890
5086,899
5087,638
5088,219
5089,647
5090,708
5091,666
5092,668
5094,749
5095,864
195667,195666
5097,782
5098,825
5099,836
5100,636
5101,715
5102,777
5103,807
5105,852
5106,866
5107,861
5108,731
5109,883
5110,856
195673,195672
5112,888
5113,876
5114,814
5115,750
5116,703
5117,649
5118,865
5119,842
5120,758
5121,693
5122,800
5123,805
5124,675
5125,704
5126,848
5127,847
5128,884
5129,853
5130,1259
5131,711
5132,859
5134,733
5135,710
5136,895
5137,657
5138,789
5139,873
5141,933
5142,779
5143,770
5144,785
5145,761
5146,794
5147,964
5148,735
5149,786
5150,764
5151,892
5153,696
5154,938
5155,959
195677,195676
5157,907
5158,951
5159,914
195694,195693
5161,934
5162,923
5163,1013
195737,195736
195785,195784
5166,985
5167,984
5168,1006
5170,949
5171,981
5172,983
5173,1003
5174,958
5176,998
5177,948
5178,1754
5179,968
5180,986
5181,950
5182,921
5183,993
5184,969
5185,1008
5186,915
5187,904
5188,1009
5189,1016
5190,910
5191,918
5192,1000
5194,945
5195,688
5196,776
5197,821
5198,1906
195789,195788
5200,625
5201,627
5202,631
5204,1032
5205,635
5206,639
5207,644
5208,1011
195799,195798
5210,659
5211,663
5212,670
5213,673
195831,11111
5216,686
5218,707
5220,712
5221,737
5223,741
5224,1280
5225,965
5226,1078
5227,941
5229,1036
5230,1158
5231,1568
5232,1223
5233,1307
5235,1351
5236,1400
5237,1219
5238,1403
5239,1589
5240,1470
5241,1518
5242,1565
5243,1650
5244,1667
5245,1711
5246,742
5247,751
5250,767
5251,816
5252,753
5253,792
5254,760
5256,1991
5257,1073
5258,1170
5260,1249
5261,1286
5262,1456
5263,1579
5265,1634
5266,771
5268,1978
5269,1975
5270,1558
5271,1645
5273,1793
5274,1810
5275,1843
5276,1844
5277,1864
5278,797
195669,195668
195681,195680
5281,1481
5282,1059
5283,1621
5284,1082
5285,1168
5286,1661
5287,1183
5288,1185
5290,967
5291,1391
5292,240
5293,1980
5294,1414
5295,1533
5296,1638
195703,195702
5299,726
5300,602
5301,503
5302,479
5304,573
5305,508
5306,498
5307,500
5308,549
5309,530
5310,562
5311,535
5312,579
195757,195756
5314,490
5315,518
5317,561
5318,583
5319,513
5373,5348
5374,5349
5375,5350
5376,5351
5377,5322
5378,5323
5379,5340
5380,5336
5381,5329
5382,5335
5383,5339
195775,195774
5385,5344
5386,5345
5388,5360
195823,195822
5390,5320
5391,5321
5392,5356
5393,5357
5396,5327
5397,5328
5398,5330
5400,5332
5401,5333
5402,5334
5403,5337
5404,5338
5405,5341
5406,5347
5407,5353
5408,5354
5409,5362
5410,5352
5411,5343
5412,5342
5413,5363
5414,5364
5415,5365
5416,5366
5417,5367
5418,5371
5419,5368
5420,5369
5421,5370
5423,5325
5448,5447
5449,5445
5451,5444
5452,5442
5454,5443
5460,5434
5461,5433
5464,5439
5465,5438
5466,5440
5467,5435
3572,1951
5498,2130
5514,1381
5520,1767
5520,1920
5529,5482
5530,5486
5533,5476
5534,5501
5535,5507
5536,5470
5538,5472
5539,5473
5540,5474
5541,5475
5542,5477
5543,5478
5544,5479
5545,5480
5546,5483
5548,5484
5550,5487
5551,5488
5552,5489
5553,5490
5554,5491
5555,5492
5556,5495
5557,5496
5558,5515
5559,5502
5560,5503
5561,5504
5562,5505
5563,5506
5564,5508
5565,5509
5566,5516
5567,5517
5568,5519
5569,5523
5572,1931
5574,2760
5578,2605
5579,1931
5580,5577
5581,5575
5582,5576
3419,2692
5585,5523
5595,1857
5596,2254
5598,2254
5601,5594
5602,5592
5603,5593
5606,5599
4468,2280
5622,5610
5623,5613
5624,2216
5626,2396
5627,2613
5628,5616
5629,2122
5630,2611
5631,5608
5604,5591
5632,1267
5635,598
5639,541
5640,284
5645,1691
5646,5600
5647,5621
5648,5620
5649,5619
5650,5618
5651,5611
5652,5614
195671,195670
5654,5612
5656,5615
5657,5609
5663,2156
3809,1127
5664,1386
5670,5592
5672,2185
5723,5722
5727,496
5732,5729
5303,603
5737,5361
5740,2184
5743,918
5744,5621
5746,497
5747,2644
5858,5849
5866,1001
5867,2362
5872,2520
5971,1599
5973,1931
5976,941
5977,2324
5978,898
5979,961
5980,1118
5982,1299
6081,5859
6085,198
6129,5972
6131,1310
6132,1189
6134,2687
3933,2311
6136,2420
6137,2354
6140,839
6141,2539
6143,2354
6145,6139
6146,5863
6147,6138
3707,5848
6152,5722
6157,337
6160,1034
2845,2028
6168,819
6169,697
6171,429
6817,1025
6825,1719
7517,1932
7517,6737
7695,6585
7696,6076
7517,7672
7517,1931
4330,1281
3262,2181
3958,1716
3958,1715
4636,1424
4094,1559
2870,1122
2870,2124
3486,485
3901,1377
4857,477
3831,570
2861,2458
5200,2459
3697,628
4052,2472
4530,1795
3882,2250
3767,724
3787,2289
3773,725
5225,966
3968,1102
3965,1800
4000,672
4040,558
4230,278
3003,2646
3452,2652
4610,1018
4072,589
4133,2709
4928,2349
4346,2717
3187,443
3187,1002
4785,1510
3280,1664
3922,1584
5134,2620
4184,222
4184,2371
4187,223
3879,2689
4476,1520
3390,1683
4513,1462
4513,2295
4639,376
4614,312
5311,536
4598,2213
5188,450
4644,716
4464,1092
5148,2509
3184,1770
3802,795
4773,2270
3911,929
5105,851
4510,2317
4560,943
3037,2171
4654,5358
4757,2401
4079,598
4467,2273
4657,365
4663,979
5179,383
5184,384
3757,678
4976,2395
4801,2518
3651,2538
5124,674
2858,532
3543,1195
4736,2138
3416,1247
